Year,Title,Director,Actor,Genre,Age Certification,Imdb
2009,Villagelo Vinayakudu,Sai Kiran Adivi,Krishnudu,Action / Romance,S,2.8
2009,Bendu Apparao R.M.P.,E. V. V. Satyanarayana,Allari Naresh,Thriller,U,7.6
2009,Kurradu,Sandeep Gunnam,Varun Sandesh,Action,U/A,4.6
2009,Swetha 5/10 Wellington Road,Sanjay,Keerthi Chawla,Romance,S,8.2
2009,Arya 2,Sukumar,Allu Arjun,Drama,U,8.9
2009,Dill Boss,Gankidi Raghavender Reddy,Fayaz,Drama,U/A,2.9
2009,Pravarakhyudu,Madan,Jagapati Babu,Drama,S,7.6
2009,Amaravathi,Ravi Babu,Bhoomika Chawla,Drama,U,4.6
2009,Bumper Offer,Jaya Ravindra,Sairam Shankar,Action,U/A,8.2
2009,Saleem,Y. V. S. Chowdary,Vishnu Manchu,Comedy,S,8.9
2009,Kasko,G. Nageswara Reddy,Vaibhav Reddy,Romance,U,1.1
2010,Maa Nanna Chiranjeevi,Arun Prasad,Jagapati Babu,Action,U/A,7.6
2010,Premistu,Raghavendra,Ramana,Crime Thriller,S,4.6
2010,Yugalageetham,Sivaji,Srikar,Romance / Comedy,U,8.2
2010,Om Shanti,Prakash Dantuluri,Navdeep,Romance / Thriller,U/A,8.9
2010,Adhurs,V. V. Vinayak,NTR Jr,Drama,S,1.2
2010,Namo Venkatesa,Seenu Vytla,Venkatesh,Period action,U,7.6
2010,Shambo Shiva Shambo,Samudrakani,Ravi Teja,Horror / Thriller,U/A,4.6
2010,Kaluva,M. Sridhar,Chakri,Romance,S,8.2
2010,Seeta Ramula Kalyanam Lankalo,Eshwar,Nitin,Romance / Drama,U,8.9
2010,Udatha Udatha Ooch,Murali Ganesh,Sunil-Lee Akshay,Action,U/A,1.3
2010,Bindaas,Veeru Potla,Manoj Manchu,Drama,S,7.6
2010,Kedi,Kiran Kumar,Nagarjuna,Romance / Comedy,U,4.6
2010,Joy,B. R. Varma,Avitej,Romance,U/A,8.2
2010,Leader,Sekhar Kammula,Rana Daggubati,Romance,S,8.9
2010,Kalavar King,Suresh,Nikhil Siddharth,Romance,U,1.4
2010,Ye Maaya Chesave,Gautham Vasudev Menon,Naga Chaitanya,Drama,U/A,7.6
2010,Inkosaari,Suman Pathuri,Raja,Comedy Drama,S,4.6
2010,High School,Narasimha Nandi,Kiran Rathod,Drama,U,8.2
2010,Sadhyam,Karthikeya Gopalakrishna,Jagapati Babu,Romance,U/A,8.9
2010,Dasanna,DSP,Srihari,Adult romance,S,1.5
2010,Prema Rajyam,Moolapati,Ramkiran,Drama,U,7.6
2010,Tik Tik Tik,Arunakanth,Krishna Bhagawan,Action,U/A,4.6
2010,Aakasa Ramanna,G. Ashok,Allari Naresh,Drama,S,8.2
2010,Sandadi,Mani,Sasi Pawan,Romance,U,8.9
2010,Yagam,P. A. Arun Prasad,Navdeep,Action,U/A,1.6
2010,Taj Mahal,Arun Singaraju,Sivaji,Romance,S,7.6
2010,Maro Charitra,Ravi Yadav,Varun Sandesh,Drama,U,4.6
2010,My Name is Amrutha,M. Anthony,Baby Gayathri,Romance / Thriller,U/A,8.2
2010,Varudu,Gunasekhar,Allu Arjun,Comedy,S,8.9
2010,Anaganaga Oka Aranyam,G. Shekar Chandra,Kaushal,Comedy,U,1.7
2010,Srimati Kalyanam,Sival,Vadde Naveen,Drama,U/A,7.6
2010,Betting Bangarraju,Satti Babu,Allari Naresh,Romance,S,4.6
2010,Mouna Ragam,Vijay Balaji,Tanish,Romance,U,8.2
2010,Police Police,Manmohan,Prithviraj,Drama,U/A,8.9
2010,1940 Lo Oka Gramam,Narasimha Nandi,Bala Aditya,Romance,S,1.8
2010,Madhanudu,Joe,Swati Rachana,Drama,U,7.6
2010,Prasthanam,Deva Katta,Sharwanand,Action / Romance,U/A,4.6
2010,Darling,Karunakaran,Prabhas,Drama,S,8.2
2010,Buridi,E. V. V. Satyanarayana,Aryan Rajesh,Comedy,U,8.9
2010,Glamour,P. Satya Reddy,Karishma Kotak,Comedy,U/A,1.9
2010,Simha,Boyapati Srinu,Balakrishna,Romance,S,7.6
2010,Andari Bandhuvaya,Chandra Siddhartha,Sharwanand,Comedy / Romance,U,4.6
2010,Rama Rama Krishna Krishna,Not Available,Ram,Action,U/A,8.2
2010,Young India,Dasari Narayana Rao,Pradyumna,Not Available,S,8.9
2010,Chalaki,Not Available,Aditya Babu,Action / Drama,U,2.1
2010,Golimaar,Puri Jagannadh,Gopichand,Romance / Drama,U/A,7.6
2010,Vedam,Radhakrishna Jagarlamudi,Allu Arjun,Comedy,S,4.6
2010,Nagamani,Not Available,Krishna Bhagawan,Action,U,8.2
2010,Panchakshari,Not Available,Anushka Shetty,Romance,U/A,8.9
2010,Pappu,Not Available,Krishnudu,Romance,S,2.2
2010,Jhummandi Naadam,K.Raghavendra Rao,Manoj Manchu,Romance,U,7.6
2010,Komaram Bheem,Not Available,Bhopal Reddy,Romance,U/A,4.6
2010,Bheemili Kabaddi Jattu,Not Available,Nani,Romance / Drama,S,8.2
2010,Veera Telangana,R.Narayana Murthy,R. Narayana Murthy,Action,U,8.9
2010,Em Pillo Em Pillado,Chowdary,Tanish,Drama,U/A,2.3
2010,Sneha Geetham,Madhura Sreedhar,Chitralekha,Drama,S,7.6
2010,Shubhapradham,K. Viswanath,Allari Naresh,Drama,U,4.6
2010,Maryada Ramanna,S. S. Rajamouli,Sunil,Comedy,U/A,8.2
2010,Comedy Express,Not Available,Kaushal,Action,S,8.9
2010,Maa Annayya Bangaram,Jonnalagadda Srinivas,Rajasekhar,Action,U,2.4
2010,Don Seenu,Gopichand,Ravi Teja,Romance,U/A,7.6
2010,Sye Aata,Not Available,Charmi,Drama,S,4.6
2010,Happy Happy Ga,Not Available,Varun Sandesh,Comedy/ Romance / Drama,U,8.2
2010,Ramdev,Not Available,Abbas,Action,U/A,8.9
2010,Aunty Uncle Nandagopal,Not Available,Vadde Naveen,Romance,S,2.5
2010,Gudu Gudu Gunjam,Not Available,Parthu,Action,U,7.6
2010,Gaayam 2,Not Available,Jagapati Babu,Romance,U/A,4.6
2010,Thakita Thakita,Not Available,Harsh Vardhan Rane,Family,S,8.2
2010,Puli,S. J. Surya,Pawan Kalyan,Drama,U,8.9
2010,Bhairava IPS,Not Available,Srihari,Drama,U/A,2.6
2010,Saradagaa Kasepu,Vamsi,Allari Naresh,Action,S,7.6
2010,Khaleja,Trivikram Srinivas,Mahesh Babu,Romance,U,4.6
2010,Brindavanam,Vamsi Paidipally,NTR Jr,Romance,U/A,8.2
2010,Rakta Charitra,Ram Gopal Varma,Vivek Oberoi,Action,S,8.9
2010,Brahmalokam To Yamalokam Via Bhulokam,Not Available,Rajendra Prasad,Comedy,U,2.7
2010,Collector Gari Bharya,Not Available,Prakash Raj,Romance,U/A,7.6
2010,Kalyanram Kathi,Not Available,Kalyan Ram,Romance,S,4.6
2010,Yemaindi Ee Vela,Sampath Nandi,Varun Sandesh,Drama,U,8.2
2010,Karma,Adivi Sesh,Adivi Sesh,Action,U/A,8.9
2010,Orange,Bhaskar,Ram Charan Teja,Horror,S,2.8
2010,Aalasyam Amrutam,Not Available,Nikhil Siddharth,Action,U,7.6
2010,Rakta Charitra 2,Ram Gopal Varma,Vivek Oberoi,Romance / Action,U/A,4.6
2010,Kathi Kantha Rao,E. V. V. Satyanarayana,Allari Naresh,Action,S,8.2
2010,Manasara,Ravi Babu,Vikram,Drama,U,8.9
2010,Nagavalli,P. Vasu,Venkatesh,Action,U/A,2.9
2010,Ragada,Veeru Potla,Nagarjuna,Action,S,7.6
2010,Ranga The Donga,G V Sudhakar Naidu,Srikanth,Action / Romance,U,4.6
2010,Broker,R. P. Patnaik,R. P. Patnaik,Action,U/A,8.2
2011,Graduate,Prasad Rayala,Akshay,Comedy,S,8.9
2011,Parama Veera Chakra,Dasari Narayana Rao,Nandamuri Balakrishna,Comedy,U,3.1
2011,Mirapakay,Harish Shankar,Ravi Teja,Romance,U/A,7.6
2011,Anaganaga O Dheerudu,Prakash Kovelamudi,Siddharth,Action,S,4.6
2011,Golconda High School,Mohan Krishna Indraganti,Sumanth,Horror / Thriller / Drama,U,8.2
2011,Ala Modalaindi,Nandini Reddy,Nani,Comedy,U/A,8.9
2011,Wanted,BVS Ravi,Gopichand,Horror,S,3.2
2011,Vaareva,Kalyan Mantena,Vassudev Reddy,Romance,U,7.6
2011,Rakshana,Venu Pal,Rajiv Kanakala,Drama / Action,U/A,4.6
2011,Jai Bolo Telangana,N.Shankar,Jagapati Babu,Romance / Drama,S,8.2
2011,Gaganam,Radha Mohan,Nagarjuna,Drama,U,8.9
2011,Vastadu Naa Raju,Hemant Madhukar,Vishnu Manchu,Action,U/A,3.3
2011,Katha Screenplay Darsakatvam Appalaraju,Ram Gopal Varma,Sunil,Comedy,S,7.6
2011,Aha Naa Pellanta!,Veera Brahmam,Allari Naresh,Romance,U,4.6
2011,LBW: Life Before Wedding,Praveen Sattaru,Abhijith Pundla,Drama,U/A,8.2
2011,Kudirithe Kappu Coffee,Ramana Salva,Varun Sandesh,Romance / Drama,S,8.9
2011,Prema Kavali,Vijaya Bhaskar. K,Aadi,Romance,U,3.4
2011,2,Mangala,Osho Thulasi Ram,Romance,U/A,7.6
2011,Thimmaraju,Vemagiri,Ali,Documentary,S,4.6
2011,Nitya Pellikoduku,Alahari,Posani Krishna Murali,Suspense Thriller,U,8.2
2011,Dongala Mutha,"Ram Gopal Varma, Puri Jagannadh",Ravi Teja,Comedy,U/A,8.9
2011,Raaj,V. N. Aditya,Sumanth,Comedy,S,3.5
2011,Karalu Miriyalu,Pasupuleti Venkata Rama Rao,Navakesh,Action,U,7.6
2011,Chattam,Arun Prasad P. A.,Jagapathi Babu,Romance,U/A,4.6
2011,Sakthi,Meher Ramesh,Jr. NTR,Action,S,8.2
2011,Manchivadu,Deepthi,Tanish,Drama,U,8.9
2011,Lokame Kothaga,Bharath Parepalli,Shivaji,Romance,U/A,3.6
2011,Teen Maar,Jayanth C. Paranjee,Pawan Kalyan,Romance,S,7.6
2011,Galli Kurrolu,Sai Venkat,Naga Varma,Action,U,4.6
2011,Mr. Perfect,Dasrath,Prabhas,Drama,U/A,8.2
2011,Koffi Bar,Geetha Krishna,Shashank,Comedy / Drama,S,8.9
2011,Nenu Naa Rakshasi,Puri Jagannadh,Rana Daggubati,Romance,U,3.7
2011,100% Love,Sukumar,Naga Chaitanya,Romance,U/A,7.6
2011,Seema Tapakai,G. Nageshwar Reddy,Allari Naresh,Action,S,4.6
2011,Veera,Ramesh Varma,Ravi Teja,Romance,U,8.2
2011,Dushasana,Posani Krishna Murali,Srikanth,Action,U/A,8.9
2011,Vykuntapali,Satyadeep Reddy,Krishnudu,Action / Crime,S,3.8
2011,Maaro,Siddique,Nitin,Drama,U,7.6
2011,Prema Sagaram,A. Majeed,Hasan,Action,U/A,4.6
2011,Babloo,Ravichandran Reddy,Mano Tej,Drama / Documentary,S,8.2
2011,Badrinath,V.V. Vinayak,Allu Arjun,Action,U,8.9
2011,180,Jayendra,Siddharth,Drama,U/A,3.9
2011,Nagaram Nidrapotunna Vela,Premraj,Jagapathi Babu,Comedy,S,7.6
2011,Brahmi Gadi Katha,Eeshwar Reddy,Varun Sandesh,Action,U,4.6
2011,Virodhi,Neelakanta,Srikanth,Comedy,U/A,8.2
2011,Key,Nagendra Prasad,Jagapati Babu,Action,S,8.9
2011,Kodipunju,BVV Choudhary,Tanish,Action,U,1
2011,Sanchalanam,B V Ramana Reddy,Kamalakar,Action,U/A,7.6
2011,Kandireega,Santosh Srinivas,Ram,Comedy,S,4.6
2011,Dhada,Ajay Bhuyan,Naga Chaitanya,Action,U,8.2
2011,Mugguru,V. N. Aditya,Navdeep,Romance,U/A,8.9
2011,Keratam,Gautam Patnaik,Siddharth Rajkumar,Romance / Drama,S,1.5
2011,Daggaraga Dooranga,Ravi Chavali,Sumanth,Drama,U,7.6
2011,"Money Money, More Money",J. D. Chakravarthy,J. D. Chakravarthy,Action / Romance,U/A,4.6
2011,Aakasame Haddu,Raavicharan,Navdeep,Action,S,8.2
2011,Poru Telangana,R. Narayana Murthy,R. Narayana Murthy,Action,U,8.9
2011,Vara Prasad Potti Prasad,Satya Varanasi,Srinivas Avasarala,Comedy,U/A,2
2011,Dookudu,Srinu Vaitla,Mahesh Babu,Romance,S,7.6
2011,Madatha Kaja,Seetarama Raju,Allari Naresh,Drama,U,4.6
2011,Cricket Girls & Beer,S. Umesh Kumar,Adarsh Balakrishna,Action,U/A,8.2
2011,Vankaya Fry,Chandramouli,Sumith Arora,Romance,S,8.9
2011,Oosaravelli,Surender Reddy,N. T. Rama Rao Jr.,Fantasy / Horror,U,2.5
2011,Pilla Zamindar,G. Ashok,Nani,Mystery,U/A,7.6
2011,Nuvvila,Ravi Babu,Havish,Comedy,S,4.6
2011,Mogudu,Krishna Vamshi,Gopichand,Action,U,8.2
2011,Oh My Friend,Venu Sriram,Siddarth,Romance,U/A,8.9
2011,It's My Love Story,Madhura Sreedhar,Arvind Krishna,Action,S,3
2011,Sri Rama Rajyam,Bapu,Akkineni Nageswara Rao,Comedy,U,7.6
2011,Veedu Theda,Chinni Krishna,Nikhil Siddharth,Romance / Comedy,U/A,4.6
2011,Solo,Parashuram,Nara Rohit,Action,S,8.2
2011,Bejawada,Vivek Krishna,Naga Chaitanya,Action,U,8.9
2011,Panjaa,Vishnuvardhan,Pawan Kalyan,Action,U/A,3.5
2011,Priyudu,Shravan,Varun Sandesh,Drama,S,7.6
2011,Rajanna,Vijayendra Prasad,Nagarjuna,Romance,U,4.6
2011,Kshetram,T. Venugopal,Jagapathi Babu,Drama,U/A,8.2
2012,Bachelors 2,Jakir,Jakir,Drama,S,8.9
2012,Businessman,Puri Jagannadh,Mahesh Babu,Action / Drama,U,4
2012,Bodyguard,Gopichand Malineni,Venkatesh,Romance,U/A,7.6
2012,Nandeeswarudu,Srinu Yajarala,Taraka Ratna,Action,S,4.6
2012,Ayyare,Saagar K Chandra,Saagar K Chandra,Adult drama,U,8.2
2012,Ramadandu,Satish Vegesna,Krishnudu,Action,U/A,8.9
2012,Love Cheste,Dhruva Nag,Vishnu,Action,S,1
2012,Alibaba Intlo Andaru Dongale,Neelam K Sekar,V Ramana,Adult romance,U,7.6
2012,Dhoni,Prakash Raj,Prakash Raj,Drama / Romance,U/A,4.6
2012,Rushi,Raj Madiraju,Arvind Krishna,Drama,S,8.2
2012,Siva Manasulo Sruthi,Thathineni Satya,Sudheer Babu,Romance / Drama,U,8.9
2012,Veerangam,Vemuganti,Suman,Action,U/A,1.5
2012,Nippu,Gunasekhar,Ravi Teja,Action,S,7.6
2012,Poola Rangadu,Veerabhadram,Sunil,Romance,U,4.6
2012,Ishq,Vikram Kumar,Nitin Reddy,Romance,U/A,8.2
2012,My Heart is Beating,Arun Rudra,Revanth,Family Drama,S,8.9
2012,10th Class Lo,B. S. Raju,Sai Srinivas,Action,U,2
2012,Mr. Nookayya,Ani Kanneganti,Manoj Manchu,Action,U/A,7.6
2012,Kulu Manali,Vignesha Satish,Vimala Raman,Romance,S,4.6
2012,Nanda Nanditha,Ramshiva,Surya Pratap,Adult romance,U,8.2
2012,Nuvva Nena,P. Narayana,Allari Naresh,Romance,U/A,8.9
2012,Prema Pilustondi,Ajay Nathani,Balu,Comedy,S,2.5
2012,Ding Dong Bell,Madhusudan Reddy,Krishnudu,Comedy / Romance,U,7.6
2012,Naa Ishtam,Prakash Toleti,Rana Daggubati,Drama,U/A,4.6
2012,Ee Rojullo,Maruthi,Srinivas,Biopic,S,8.2
2012,Seeta Weds Sriram,P.S.L,Krishna,Comedy,U,8.9
2012,Lovely,B. Jaya,Aadi,Action,U/A,3
2012,Balaraju Aadi Bammardi,Rama Krishna,Aryan Rajesh,Romance,S,7.6
2012,Rachcha,Sampath Nandi,Ram Charan Teja,Action / Drama,U,4.6
2012,Neeku Naaku Dash Dash,Teja,Prince,Drama,U/A,8.2
2012,Devasthanam,Janardhana Maharshi,K. Viswanath,Drama,S,8.9
2012,Friends Book,R. P. Patnaik,Nischal,Romance / Comedy / Drama,U,3.5
2012,Disco,Hari K Chanduri,Nikhil Siddharth,Drama,S,7.6
2012,Nuvvekkadunte Nenakkadunta,Subha Selvam,Uday Kiran,Drama,U,4.6
2012,Maa Oorilo Okasari Emi Jarigindante,Chandu,Kuntal,Satirical Comedy,U/A,8.2
2012,Anukokunda,Raja Narendra,Shiva,Romance,S,8.9
2012,Dammu,Boyapati Srinu,Jr. NTR,Drama,U,4
2012,Gabbar Singh,Harish Shankar,Pawan Kalyan,Action,U/A,7.6
2012,Sashesam,Sri Kishore,Vikram Shekar,Drama,S,4.6
2012,Guruvaram,Vighna Vinayak,Rami Reddy,Drama / Romance,U/A,8.2
2012,Daruvu,Siva,Ravi Teja,Action,S,8.9
2012,Yadartha Prema Katha,Charan Raj,Amar,Drama,U,1
2012,Adhinayakudu,Parachuri Murali,Nandamuri Balakrishna,Action,U/A,7.6
2012,Endukante... Premanta!,A. Karunakaran,Ram,Action,S,4.6
2012,Gandharvulu,Gopal G. Perumall,Sunitha setty,Drama,U,8.2
2012,Naalo Nenu,P. S. Reddy,Sampath Raj,Action / Drama,U/A,8.9
2012,Oka Romantic Crime Katha,Sunil Kumar Reddy,Nandam,Action,S,1.5
2012,Maa Abbai Engineering Student,Srinivas Guttula,Naga Siddhartha,Romance,U,7.6
2012,Mem Vayasuku Vacham,Trinadha Rao Nakkina,Tanish,Action,U/A,4.6
2012,All the Best,J. D. Chakravarthy,Srikanth,Romance,S,8.2
2012,Eega,S. S. Rajamouli,Nani,Action / Romance,U,8.9
2012,Tuneega Tuneega,M. S. Raju,Sumanth Ashwin,Thriller,U/A,2
2012,Uu Kodathara? Ulikki Padathara?,Sekhar Raja,Nandamuri Balakrishna,Action,S,7.6
2012,Onamalu,Kranthi Madhav,Rajendra Prasad,Romance,U,4.6
2012,Mr. 7,S.R. Charan Reddy,Jr. SVR,Drama,U/A,8.2
2012,Julayi,Trivikram Srinivas,Allu Arjun,Drama,S,8.9
2012,Andala Rakshasi,Hanu Raghavapudi,Naveen Chandra,Drama,U,2.5
2012,Devudu Chesina Manushulu,Puri Jagannadh,Ravi Teja,Drama,U/A,7.6
2012,Sudigadu,Bhimaneni Srinivasa Rao,Allari Naresh,Action,S,4.6
2012,Srimannarayana,Ravi Chavali,Nandamuri Balakrishna,Comedy,U,8.2
2012,Shirdi Sai,K. Raghavendra Rao,Nagarjuna,Romance,U/A,8.9
2012,Life Is Beautiful,Sekhar Kammula,Shriya Saran,Action,S,3
2012,People's War,R. Narayana Murthy,R. Narayana Murthy,Crime Thriller,U,7.6
2012,Vennela 1 1/2,Vennela Kishore,Chaitanya Krishna,Romance / Comedy,U/A,4.6
2012,Avunu,Ravi Babu,Poorna,Romance / Thriller,S,8.2
2012,Em Babu Laddu Kavala,Gandhi Manohar,Sivaji,Drama,U,8.9
2012,Rebel,Raghava Lawrence,Prabhas,Period action,U/A,3.5
2012,Housefull,Ajay Bhuyan,Vipin,Horror / Thriller,S,7.6
2012,Sorry Teacher,Sri Satya,Kavya Singh,Romance,U,4.6
2012,Railway Station,Krishna Maya,Shiva,Romance / Drama,U/A,8.2
2012,Cameraman Gangatho Rambabu,Puri Jagannadh,Pawan Kalyan,Action,S,8.9
2012,Denikaina Ready,G.Nageswara Reddy,Vishnu Manchu,Drama,U,4
2012,Dream,Bhavani Shankar K,Rajendra Prasad,Romance / Comedy,U/A,7.6
2012,6,Srikanth Lingode,Jagapati Babu,Romance,S,4.6
2012,Lucky,Hari,Srikanth,Romance,U,8.2
2012,Bus Stop,Maruthi,Prince Cecil,Romance,U/A,8.9
2012,Yuganiki Okka Premikudu,Akash,Akash,Drama,S,1
2012,Sri Vasavi Vaibhavam,Udaya Bhaskar,Meena,Comedy Drama,U,7.6
2012,Damarukam,Srinivasa Reddy,Nagarjuna,Drama,U/A,4.6
2012,Routine Love Story,Praveen Sattaru,Sundeep Kishan,Romance,S,8.2
2012,Krishnam Vande Jagadgurum,Krish,Rana Daggubati,Adult romance,U,8.9
2012,Mythri,Surya Raju,Navdeep,Drama,U/A,1.5
2012,Chanakyudu,G. Srinivas,Tanish,Action,S,7.6
2012,Devaraya,Nani Krishna,Srikanth,Drama,U,4.6
2012,Chaduvukovali,Venkateswara Rao Maddali,Seetha,Romance,U/A,8.2
2012,Swati I Love You,Santosh Parlawar,Santosh Parlawar,Action,S,8.9
2012,Kittigadu,Aditya PC,Vishal Kumar,Romance,U,2
2012,Yeto Vellipoyindhi Manasu,Gautham Vasudev Menon,Nani,Drama,U/A,7.6
2012,Yamaho Yama: In America,Y. Jitender,Sairam Shankar,Romance / Thriller,S,4.6
2012,Sarocharu,Parasuram,Ravi Teja,Comedy,U,8.2
2012,Midhunam,Tanikella Bharani,S. P. Balasubrahmanyam,Comedy,U/A,8.9
2012,Agnatham,Sridhar Pokuru,Kalyani,Drama,S,2.5
2012,Yamudiki Mogudu,E. Satti Babu,Allari Naresh,Romance,U,7.6
2012,Ko Antey Koti,Anish Yohan Kuruvilla,Sharwanand,Romance,U/A,4.6
2012,Genius,Anchor Omkar,Havish,Drama,S,8.2
2013,Sevakudu,V. Samudra,Srikanth,Romance,U,8.9
2013,Naayak,V. V. Vinayak,Ram Charan Teja,Drama,U/A,3
2013,Seethamma Vakitlo Sirimalle Chettu,Srikanth Addala,Mahesh Babu,Action / Romance,S,7.6
2013,Satruvu,NSR Prasad,Srikanth,Drama,U,4.6
2013,Case no 666/2013,"Venkat Siddareddy, Purnesh Konathala",Charan Tej,Comedy,U/A,8.2
2013,Ongole Gittha,Bhaskar,Ram Pothineni,Comedy,S,8.9
2013,Bullabbai,Yuvaraju,Krishnudu,Romance,U,3.5
2013,Mirchi,Koratala Siva,Prabhas,Comedy / Romance,U/A,7.6
2013,Okkadine,Srinivas Raga,Nara Rohit,Action,S,4.6
2013,Chammak Challo,G. Neelakanta Reddy,Varun Sandesh,Not Available,U,8.2
2013,Love Cycle,Sapan Kumar,Mangam Srinivas,Action / Drama,U/A,8.9
2013,Jabardasth,Nandini Reddy,Siddharth,Romance / Drama,S,4
2013,Mr. Pellikoduku,Devi Prasad,Sunil,Comedy,U,7.6
2013,Race,Ramesh Raparthi,Vikram,Action,U/A,4.7
2013,Gundello Godari,Kumar Nagendra,Aadhi,Romance,S,8.2
2013,Mahankali,Jeevitha Rajasekhar,Rajasekhar,Romance,U,8.9
2013,Telugabbai,Vo Yes Avinash,Tanish,Romance,U/A,1
2013,3G Love,Govardhan Krishna,Avinash,Romance,S,7.6
2013,Backbench Student,Madhura Sreedhar Reddy,Mahat Raghavendra,Romance / Drama,U,4.7
2013,Rai Rai,Sudhir Raju,Sri,Action,U/A,8.2
2013,Bakara,CSR Krishnan,Srihari,Drama,S,8.9
2013,Swamy Satyananda,Madan Patel,Ravi Chetan,Drama,U,1.5
2013,Swamy Ra Ra,Sudheer Varma,Nikhil,Drama,U/A,7.6
2013,Priyathama Neevachata Kusalama,Trinadha Rao Nakkina,Varun Sandesh,Comedy,S,4.7
2013,Aravind 2,Sekhar Suri,Sri,Action,U,8.2
2013,Jaffa,Vennela Kishore,Brahmanandam,Action,U/A,8.9
2013,Baadshah,Srinu Vaitla,Jr. NTR,Romance,S,2
2013,Jai Sriram,Balaji N. Sai,Uday Kiran,Drama,U,7.6
2013,Vasool Raja,Karthika Gopalakrishnan,Navdeep,Comedy/ Romance / Drama,U/A,4.7
2013,Gunde Jaari Gallanthayyinde,Vijay Kumar Konda,Nitin,Action,S,8.2
2013,Gouravam,Radha Mohan,Allu Sirish,Romance,U,8.9
2013,Shadow,Meher Ramesh,Venkatesh,Action,U/A,2.5
2013,Greeku Veerudu,Kondapalli Dasaradh Kumar,Nagarjuna,Romance,S,7.6
2013,Gully Dada,Shashikanth,Radhika Rathod,Family,U,4.7
2013,Tadakha,Kishore Kumar Pardasani,Naga Chaitanya,Drama,U/A,8.2
2013,Love Touch,Sri Chand,Jayanth and Dhruthi,Drama,S,8.9
2013,D/O Varma,Khaja,Vennela Kishore,Action,U,3
2013,Sukumarudu,G. Ashok,Aadi,Romance,U/A,7.6
2013,Chemistry,Vachespathy Jonnalagadda,Sree Ram,Romance,S,4.7
2013,Chukkalanti Ammayi Chakkanaina Abbayi,Kanmani,Tarun Kumar,Action,U,8.2
2013,Iddarammayilatho,Puri Jagannadh,Allu Arjun,Comedy,U/A,8.9
2013,Pavitra,Janardhan Maharshi,Shriya Saran,Romance,S,3.5
2013,Theatre Lo Naluguru,Srinivasa Raju Dendukuri,Srikanth Raghava,Romance,U,7.6
2013,Prema Katha Chitram,J. Prabhakar Reddy,Sudheer Babu,Drama,U/A,4.7
2013,Saradaga Ammayitho,Bhanu Shankar,Varun Sandesh,Action,S,8.2
2013,Action 3D,Anil Sunkara,Allari Naresh,Horror,U,8.9
2013,Balupu,Gopichand Malineni,Ravi Teja,Action,U/A,4
2013,Moksha,Srikanth Vemulapalli,Meera Jasmine,Romance / Action,S,7.6
2013,Oh My Love,M J Reddy,Raja,Action,U,4.7
2013,Mallela Theeram Lo Sirimalle Puvvu,GV Rama Raju,Kranthi,Drama,U/A,8.2
2013,Operation Duryodhana 2,Nandam Srinivasa Rao,Jagapathi Babu,Action,S,8.9
2013,Sahasam,Chandra Sekhar Yeleti,Gopichand,Action,U,1
2013,Pelli Pustakam,Ramakrishna Machakanti,Rahul,Action / Romance,U/A,7.6
2013,Om 3D,Sunil Reddy,Nandamuri Kalyan Ram,Action,S,4.7
2013,Kevvu Keka,Devi Prasad,Allari Naresh,Comedy,U,8.2
2013,Alias Janaki,Dayaa K,Venkat Rahul,Comedy,U/A,8.9
2013,Romance,Swamy,Prince,Romance,S,1.5
2013,Abbai Class Ammai Mass,Koneti Srinu,Varun Sandesh,Action,U,7.6
2013,Pusthakamlo Konni Pageelu Missing,Sajid Qureshi,Sree,Horror / Thriller / Drama,U/A,4.7
2013,1000 Abaddalu,Teja,Sairam Shankar,Comedy,S,8.2
2013,Jagadguru Adi Shankara,J.K.Bharavi,Nagarjuna,Horror,U,8.9
2013,Dalam,Jeevan Reddy,Naveen Chandra,Romance,U/A,2
2013,Adda,Sai Karthik,Sushanth,Drama / Action,S,7.6
2013,Antaku Mundu Aa Taruvaata,Mohan Krishna Indraganti,Sumanth Ashwin,Romance / Drama,U,4.7
2013,Telisi Teliyaka,K. Jayaprakash,Geethanandh,Drama,U/A,8.2
2013,Athadu Aame o Scooter,Gangarapu Lakshman,Vennela Kishore,Action,S,8.9
2013,Prema Oka Maikam,Chandu,Rahul,Comedy,U,2.5
2013,Waiting for You,Sunil Kumar Reddy,Sai Anil,Romance,U/A,7.6
2013,Toofan,Apoorva Lakhia,Ram Charan Tej,Drama,S,4.7
2013,Kiss,Adivi Sesh,Adivi Sesh,Romance / Drama,U,8.2
2013,Kamina,Lakshmikanth Chenna,Srihari,Romance,U/A,8.9
2013,Naa Sami Ranga,Subramanyam Pachcha,Dilip,Romance,S,3
2013,Potugadu,Pavan Wodeyar,Manoj Manchu,Documentary,U,7.6
2013,Welcome Obama,Singeetham Srinivasa Rao,Urmila Kanitkar,Suspense Thriller,U/A,4.7
2013,Break Up,Amar Kamepalli,Ranadhir Reddy,Comedy,S,8.2
2013,Nirbhaya Bharatham,R. Narayana Murthy,R. Narayana Murthy,Comedy,U,8.9
2013,Music Magic,Mantraakshar D. S.,Rahul,Action,U/A,3.5
2013,Barrister Shankar Narayan,N. A. Thara,Raj Kumar,Romance,S,7.6
2013,Attarintiki Daredi,Trivikram Srinivas,Pawan Kalyan,Action,U,4.7
2013,Police Game,Sahadeva Reddy,Srihari,Drama,U/A,8.2
2013,Sahasra,K. Srikanth,Rajiv Kanakala,Romance,S,8.9
